County,Year,Variable,Value,CI_Low,CI_High
DeKalb,2023,Average Number of Physically Unhealthy Days,3.0660512296,2.8038479743,3.3481883208
Dodge,2023,% Unemployed,4.2255531763,N/A,N/A
Clayton,2023,% Unemployed,6.5491165927,N/A,N/A
Clinch,2023,% Excessive Drinking,14.491021723,13.870107272,15.155139758
DeKalb,2023,% Unemployed,4.6232906628,N/A,N/A
Clinch,2023,% Children in Poverty,31.4,21.272340426,41.527659574
DeKalb,2023,% Adults with Obesity,30.1,28.9,31.2
Clinch,2023,Average Number of Mentally Unhealthy Days,5.7297369901,5.4319174614,6.0042451758
Clayton,2023,% Uninsured,18.355584619,16.44920164,20.261967598
Clayton,2023,% Adults with Obesity,38.8,37.4,40.1
Decatur,2023,Preventable Hospitalization Rate,3643.0,N/A,N/A
Clinch,2023,% Uninsured,21.063588191,18.323162659,23.804013723
Decatur,2023,Average Number of Mentally Unhealthy Days,5.1231195123,4.8892436183,5.3584080817
Decatur,2023,% Smokers,23.0,20.5,25.2
Clinch,2023,Preventable Hospitalization Rate,6292.0,N/A,N/A
Decatur,2023,% Excessive Drinking,14.464851035,13.876600839,15.058934526
Clinch,2023,% Smokers,28.6,25.6,31.5
Decatur,2023,% Uninsured,16.280674091,14.016844304,18.544503878
Clayton,2023,Preventable Hospitalization Rate,3188.0,N/A,N/A
Cook,2023,Preventable Hospitalization Rate,3874.0,N/A,N/A
Decatur,2023,% Children in Poverty,35.7,24.857446809,46.542553191
Clinch,2023,% Unemployed,2.9450694904,N/A,N/A
Clayton,2023,Median Household Income,51422.0,47226.765957,55617.234043
Decatur,2023,Average Number of Physically Unhealthy Days,4.0739554966,3.7982019166,4.3675949365
Cook,2023,% Children in Poverty,30.5,19.895744681,41.104255319
DeKalb,2023,% Uninsured,13.955016991,12.763527629,15.146506353
Decatur,2023,% Unemployed,3.660257541,N/A,N/A
Dodge,2023,Average Number of Physically Unhealthy Days,4.0034069912,3.7153843976,4.2939387158
Crisp,2023,% Smokers,25.5,22.8,28.0
Decatur,2023,Median Household Income,42960.0,36696.340426,49223.659574
Crisp,2023,Preventable Hospitalization Rate,5115.0,N/A,N/A
Dodge,2023,Average Number of Mentally Unhealthy Days,5.1595166067,4.9254500594,5.3837537742
Clayton,2023,% Excessive Drinking,13.081793354,12.556690604,13.652440088
Dodge,2023,% Excessive Drinking,16.360257413,15.684488131,17.014392177
Dawson,2023,Median Household Income,76903.0,66535.851064,87270.148936
Butts,2023,% Adults with Obesity,39.7,38.3,41.0
Dodge,2023,Preventable Hospitalization Rate,4066.0,N/A,N/A
Decatur,2023,% Adults with Obesity,43.6,42.3,45.0
DeKalb,2023,% Smokers,13.8,11.6,16.2
Clayton,2023,% Children in Poverty,29.1,22.427659574,35.772340426
Burke,2023,% Uninsured,14.65120151,12.506520658,16.795882361
Butts,2023,Average Number of Physically Unhealthy Days,4.0668626302,3.7640596006,4.384577676
Crisp,2023,% Children in Poverty,38.6,25.255319149,51.944680851
Dade,2023,Average Number of Mentally Unhealthy Days,5.2329452423,4.8970357176,5.585789574
Clarke,2023,Average Number of Physically Unhealthy Days,3.8504211915,3.5699113625,4.1476981498
Dade,2023,Average Number of Physically Unhealthy Days,3.745249407,3.3897053898,4.1256143812
Coweta,2023,% Excessive Drinking,16.830119793,16.171889789,17.463734714
Burke,2023,% Smokers,22.8,20.4,25.1
Crisp,2023,Average Number of Physically Unhealthy Days,4.5703802617,4.2668919527,4.8921133073
Clarke,2023,Average Number of Mentally Unhealthy Days,5.0777216584,4.8193554766,5.3372936806
Coweta,2023,Average Number of Mentally Unhealthy Days,4.67070702,4.4021895196,4.9566380765
Burke,2023,Preventable Hospitalization Rate,4093.0,N/A,N/A
Butts,2023,Average Number of Mentally Unhealthy Days,5.2086388514,4.9595704853,5.4578414723
Dade,2023,% Excessive Drinking,18.128740524,17.183171786,19.113994863
Burke,2023,% Unemployed,5.8431629533,N/A,N/A
Chattooga,2023,% Adults with Obesity,38.7,37.1,40.3
Coweta,2023,Median Household Income,85182.0,79741.659574,90622.340426
Crawford,2023,% Smokers,22.5,20.0,24.9
Burke,2023,% Excessive Drinking,15.293459566,14.641392789,15.921453358
Cherokee,2023,% Adults with Obesity,32.8,31.2,34.3
Crawford,2023,% Adults with Obesity,38.0,36.6,39.5
Crawford,2023,Preventable Hospitalization Rate,4728.0,N/A,N/A
Cherokee,2023,% Excessive Drinking,18.587560988,17.788122566,19.364796411
Crawford,2023,% Unemployed,3.6936447583,N/A,N/A
Dawson,2023,Average Number of Physically Unhealthy Days,3.088524497,2.74900264,3.4672909302
Cherokee,2023,% Unemployed,2.614665079,N/A,N/A
Crisp,2023,% Adults with Obesity,41.4,40.0,42.7
Coweta,2023,% Uninsured,13.822758588,12.273822418,15.371694758
Crisp,2023,% Unemployed,8.5617798967,N/A,N/A
Coweta,2023,% Unemployed,3.3548505602,N/A,N/A
Crisp,2023,% Excessive Drinking,13.649143942,13.093709993,14.269864615
Crawford,2023,% Excessive Drinking,16.89204436,16.101270186,17.7069069
Crisp,2023,% Uninsured,18.184570667,15.682443008,20.686698327
Crisp,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Crisp,2023,Average Number of Mentally Unhealthy Days,5.4251169166,5.1711889151,5.6706899871
Crawford,2023,Median Household Income,54442.0,46872.468085,62011.531915
Dade,2023,% Adults with Obesity,34.3,32.3,36.2
Coweta,2023,% Children in Poverty,12.5,8.6872340426,16.312765957
Crawford,2023,% Uninsured,18.142842204,15.521565609,20.7641188
Dade,2023,% Smokers,21.4,18.1,24.7
Dade,2023,Preventable Hospitalization Rate,2598.0,N/A,N/A
Crawford,2023,Average Number of Mentally Unhealthy Days,5.2317200455,4.9646609322,5.5037280052
Crawford,2023,Average Number of Physically Unhealthy Days,3.9061722817,3.630187154,4.1993807875
Dade,2023,Median Household Income,64054.0,57896.382979,70211.617021
Coweta,2023,Preventable Hospitalization Rate,2966.0,N/A,N/A
Dade,2023,% Uninsured,17.074824167,14.572696508,19.576951827
Crawford,2023,% Children in Poverty,26.3,17.721276596,34.878723404
Cook,2023,Median Household Income,44995.0,39088.787234,50901.212766
Chattooga,2023,% Uninsured,17.126515914,14.74353719,19.509494637
Dade,2023,% Unemployed,2.609019754,N/A,N/A
Crisp,2023,Median Household Income,41505.0,35597.595745,47412.404255
Coweta,2023,Average Number of Physically Unhealthy Days,3.0917698767,2.8070972648,3.3973789437
Coweta,2023,% Adults with Obesity,36.7,35.2,38.3
Chattooga,2023,% Children in Poverty,28.6,20.617021277,36.582978723
Crawford,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Cook,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Charlton,2023,% Children in Poverty,33.5,23.84893617,43.15106383
Chattooga,2023,Median Household Income,42974.0,36947.446809,49000.553191
Dade,2023,% Children in Poverty,16.7,10.861702128,22.538297872
Coweta,2023,% Smokers,15.3,12.7,18.0
Chattooga,2023,% Smokers,26.5,23.3,29.6
Camden,2023,Preventable Hospitalization Rate,3109.0,N/A,N/A
Candler,2023,Preventable Hospitalization Rate,4802.0,N/A,N/A
Jasper,2023,% Unemployed,3.2130219391,N/A,N/A
Irwin,2023,Average Number of Mentally Unhealthy Days,5.1731026848,4.8961655223,5.4388919319
Jasper,2023,Average Number of Physically Unhealthy Days,3.9318830063,3.6253167862,4.2731588722
Grady,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Jasper,2023,Median Household Income,61354.0,52427.361702,70280.638298
Irwin,2023,% Uninsured,16.059067836,13.676089112,18.442046559
Greene,2023,% Smokers,18.2,15.5,20.9
Irwin,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Jeff Davis,2023,% Adults with Obesity,37.3,35.9,38.8
Grady,2023,% Unemployed,3.125,N/A,N/A
Jasper,2023,% Uninsured,19.800361415,17.179084819,22.42163801
Irwin,2023,% Unemployed,4.5123318386,N/A,N/A
Greene,2023,% Children in Poverty,26.4,17.225531915,35.574468085
Houston,2023,Preventable Hospitalization Rate,4449.0,N/A,N/A
Jasper,2023,% Excessive Drinking,17.447760733,16.653139954,18.357540281
Houston,2023,% Children in Poverty,16.3,11.176595745,21.423404255
Jackson,2023,% Unemployed,2.3805074055,N/A,N/A
Jeff Davis,2023,% Excessive Drinking,15.846762351,15.11479604,16.602073773
Irwin,2023,Average Number of Physically Unhealthy Days,4.1599238079,3.8236445262,4.5027458979
Harris,2023,Average Number of Physically Unhealthy Days,2.8910826353,2.6272435251,3.1610561071
Grady,2023,Median Household Income,42171.0,36767.595745,47574.404255
Jackson,2023,% Adults with Obesity,34.2,32.7,35.7
Greene,2023,% Adults with Obesity,38.6,37.2,40.2
Jasper,2023,% Adults with Obesity,37.6,36.0,39.1
Greene,2023,Average Number of Physically Unhealthy Days,3.5742743068,3.284644211,3.8780211544
Jasper,2023,Average Number of Mentally Unhealthy Days,5.3104753169,5.0043297786,5.597213197
Houston,2023,% Smokers,16.9,14.5,19.4
Irwin,2023,Suicide Rate (Age-Adjusted),N/A,N/A,N/A
Dooly,2023,Average Number of Mentally Unhealthy Days,5.0890905838,4.8489404915,5.3236637709
Jackson,2023,Average Number of Mentally Unhealthy Days,5.1439287927,4.8419319801,5.4264682692
Hart,2023,% Children in Poverty,24.0,16.255319149,31.744680851
Glynn,2023,% Uninsured,18.33647524,16.072645453,20.600305027
Elbert,2023,% Uninsured,18.187397709,15.804418985,20.570376432
Greene,2023,% Excessive Drinking,15.886265599,15.295514119,16.516385856
Catoosa,2023,% Smokers,18.8,15.5,22.0
Irwin,2023,% Excessive Drinking,15.946999587,15.20917557,16.698487612
Jackson,2023,% Smokers,18.2,15.3,21.2
Greene,2023,Average Number of Mentally Unhealthy Days,4.8987936521,4.6404521125,5.1604554592
Heard,2023,% Children in Poverty,26.0,18.374468085,33.625531915
Catoosa,2023,% Uninsured,14.061565778,12.036033863,16.087097693
Grady,2023,% Children in Poverty,31.3,22.363829787,40.236170213
Greene,2023,% Uninsured,17.076790876,14.812961088,19.340620663
Jackson,2023,Average Number of Physically Unhealthy Days,3.4573734748,3.1249195761,3.8073342807
Hart,2023,Median Household Income,59149.0,53447.723404,64850.276596
Jackson,2023,% Excessive Drinking,17.571232438,16.761653008,18.345415015
Jackson,2023,% Children in Poverty,13.3,9.6063829787,16.993617021
Houston,2023,% Excessive Drinking,17.30035253,16.708279374,17.876293445
Irwin,2023,Preventable Hospitalization Rate,3602.0,N/A,N/A
Jasper,2023,Preventable Hospitalization Rate,2198.0,N/A,N/A
Jackson,2023,Median Household Income,72486.0,67118.340426,77853.659574
Irwin,2023,% Smokers,23.5,20.6,26.5
Irwin,2023,Median Household Income,44540.0,38662.382979,50417.617021
Irwin,2023,% Adults with Obesity,41.2,39.7,42.7
Jasper,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Jasper,2023,% Smokers,22.3,19.3,25.3
Houston,2023,Median Household Income,71609.0,66036.404255,77181.595745
Irwin,2023,% Children in Poverty,29.9,20.24893617,39.55106383
Jeff Davis,2023,Average Number of Mentally Unhealthy Days,5.5006838671,5.2156778455,5.7733844332
Houston,2023,% Unemployed,3.5810905034,N/A,N/A
Heard,2023,% Smokers,23.3,20.2,26.2
Dooly,2023,% Excessive Drinking,15.294707895,14.69312874,15.979712005
Harris,2023,Preventable Hospitalization Rate,3113.0,N/A,N/A
Effingham,2023,Average Number of Physically Unhealthy Days,3.2673686541,2.9882719646,3.5734862943
Heard,2023,% Excessive Drinking,17.60074863,16.751193248,18.484279615
Glynn,2023,% Excessive Drinking,16.728133774,16.114568424,17.373060653
Heard,2023,Preventable Hospitalization Rate,4203.0,N/A,N/A
Heard,2023,Median Household Income,50379.0,43097.808511,57660.191489
Heard,2023,% Uninsured,15.845470509,13.462491786,18.228449233
Heard,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Heard,2023,% Unemployed,3.8747852644,N/A,N/A
Hart,2023,% Excessive Drinking,16.724377405,15.937110072,17.48393325
Elbert,2023,% Excessive Drinking,14.930566108,14.298255445,15.631743116
Elbert,2023,% Adults with Obesity,37.7,36.3,39.1
Effingham,2023,% Adults with Obesity,36.9,35.3,38.5
Effingham,2023,% Uninsured,14.703406181,12.677874266,16.728938096
Elbert,2023,Average Number of Physically Unhealthy Days,4.3302950146,4.0329730655,4.6562689933
Henry,2023,Average Number of Physically Unhealthy Days,3.2338925954,2.9909499132,3.4763296914
Effingham,2023,Preventable Hospitalization Rate,2782.0,N/A,N/A
Effingham,2023,% Children in Poverty,12.6,8.5489361702,16.65106383
Henry,2023,% Adults with Obesity,40.7,39.3,42.0
Effingham,2023,Median Household Income,76626.0,69235.191489,84016.808511
Henry,2023,Preventable Hospitalization Rate,3079.0,N/A,N/A
Elbert,2023,Average Number of Mentally Unhealthy Days,5.3862669561,5.1234699025,5.6428558463
Gwinnett,2023,Average Number of Mentally Unhealthy Days,4.2450159316,4.0636249989,4.4387455579
Greene,2023,Preventable Hospitalization Rate,2631.0,N/A,N/A
Henry,2023,% Smokers,16.4,14.1,18.4
Greene,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Grady,2023,Preventable Hospitalization Rate,3543.0,N/A,N/A
Harris,2023,Average Number of Mentally Unhealthy Days,4.6340977405,4.360323549,4.9309262703
Glynn,2023,% Children in Poverty,26.1,18.831914894,33.368085106
Hart,2023,% Unemployed,3.9175257732,N/A,N/A
Henry,2023,% Excessive Drinking,15.438863383,14.9028689,15.978011884
Clinch,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Harris,2023,% Children in Poverty,9.7,6.0063829787,13.393617021
Heard,2023,% Adults with Obesity,36.5,34.8,38.2
Harris,2023,% Uninsured,11.691248087,10.02316298,13.359333193
Clinch,2023,Suicide Rate (Age-Adjusted),N/A,N/A,N/A
Heard,2023,Average Number of Physically Unhealthy Days,4.0388981091,3.7243936277,4.4074249394
Elbert,2023,% Smokers,24.2,21.7,26.5
Hart,2023,% Adults with Obesity,35.9,34.3,37.4
Echols,2023,Suicide Rate (Age-Adjusted),N/A,N/A,N/A
Hart,2023,Average Number of Mentally Unhealthy Days,5.3146902796,5.0367549314,5.6123078055
Hart,2023,Preventable Hospitalization Rate,3060.0,N/A,N/A
Effingham,2023,% Smokers,17.9,15.1,20.6
Effingham,2023,% Unemployed,2.9279143871,N/A,N/A
Hart,2023,% Uninsured,17.897435897,15.395308238,20.399563557
Harris,2023,% Adults with Obesity,32.1,30.6,33.7
Henry,2023,% Children in Poverty,14.0,10.068085106,17.931914894
Henry,2023,% Uninsured,13.40352763,11.85459146,14.9524638
Henry,2023,% Unemployed,4.2060917555,N/A,N/A
Harris,2023,% Excessive Drinking,17.964660703,17.148246386,18.754597737
Henry,2023,Median Household Income,76577.0,69653.255319,83500.744681
Harris,2023,% Unemployed,2.8671287246,N/A,N/A
Houston,2023,Average Number of Mentally Unhealthy Days,4.721537627,4.4778120367,4.9660048171
Harris,2023,Median Household Income,80911.0,70415.170213,91406.829787
Heard,2023,Average Number of Mentally Unhealthy Days,5.5253043614,5.2309514783,5.7947247834
Houston,2023,Average Number of Physically Unhealthy Days,3.183760262,2.9500986718,3.4351254834
Harris,2023,% Smokers,15.0,12.4,17.6
Hart,2023,% Smokers,20.6,17.9,23.4
Henry,2023,Average Number of Mentally Unhealthy Days,5.0638390087,4.8294367923,5.296754442
Charlton,2023,Average Number of Physically Unhealthy Days,4.2777654189,3.9761398951,4.6001231958
Charlton,2023,% Excessive Drinking,15.927145264,15.211169807,16.615179683
Dooly,2023,% Smokers,22.2,19.8,24.6
Jeff Davis,2023,Average Number of Physically Unhealthy Days,4.3707063887,4.0347764818,4.7009966311
Charlton,2023,% Unemployed,3.1659608792,N/A,N/A
Carroll,2023,Median Household Income,59894.0,53014.340426,66773.659574
Jackson,2023,% Uninsured,15.248880695,13.342497717,17.155263674
Carroll,2023,% Unemployed,3.6818667617,N/A,N/A
Hart,2023,Average Number of Physically Unhealthy Days,3.8127884664,3.4998172365,4.1295919683
Catoosa,2023,% Adults with Obesity,34.5,32.5,36.2
Habersham,2023,% Excessive Drinking,17.450958947,16.704077612,18.25793487
Jackson,2023,Preventable Hospitalization Rate,3441.0,N/A,N/A
Catoosa,2023,Preventable Hospitalization Rate,2863.0,N/A,N/A
Camden,2023,% Unemployed,3.162803583,N/A,N/A
Catoosa,2023,% Unemployed,2.7079534925,N/A,N/A
Hall,2023,% Smokers,18.2,15.8,20.6
Carroll,2023,% Children in Poverty,20.0,14.638297872,25.361702128
Hall,2023,Average Number of Mentally Unhealthy Days,4.8394998659,4.5932193918,5.0926536249
Hall,2023,Preventable Hospitalization Rate,3459.0,N/A,N/A
Carroll,2023,Average Number of Mentally Unhealthy Days,4.9861914478,4.7171598838,5.2607799239
Hall,2023,% Uninsured,20.454678964,18.548295985,22.361061942
Catoosa,2023,Average Number of Mentally Unhealthy Days,4.9448638628,4.6412245704,5.2570302208
Hall,2023,% Unemployed,2.664325521,N/A,N/A
Candler,2023,Median Household Income,41593.0,36007.297872,47178.702128
Habersham,2023,% Uninsured,21.48675298,18.98462532,23.988880639
Dooly,2023,% Adults with Obesity,40.5,39.2,41.9
Carroll,2023,% Adults with Obesity,37.4,35.9,38.7
Candler,2023,Average Number of Mentally Unhealthy Days,5.3008257057,5.0255378885,5.5491204538
Candler,2023,% Excessive Drinking,15.650911207,14.953141244,16.313892891
Candler,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Carroll,2023,Average Number of Physically Unhealthy Days,3.741811464,3.437102716,4.0615235819
Jeff Davis,2023,% Smokers,24.6,21.4,27.5
Carroll,2023,Preventable Hospitalization Rate,3646.0,N/A,N/A
Candler,2023,% Children in Poverty,34.0,22.680851064,45.319148936
Carroll,2023,% Smokers,20.3,17.7,22.9
Houston,2023,% Adults with Obesity,37.2,35.8,38.6
Candler,2023,% Adults with Obesity,41.1,39.6,42.5
Candler,2023,% Smokers,24.4,21.7,26.9
Jasper,2023,% Children in Poverty,20.8,13.531914894,28.068085106
Houston,2023,% Uninsured,12.865786538,11.078552495,14.653020581
Candler,2023,% Unemployed,3.0287901481,N/A,N/A
Candler,2023,% Uninsured,22.075471698,19.096748294,25.054195102
Carroll,2023,% Excessive Drinking,16.297265331,15.590547279,16.948944661
Candler,2023,Average Number of Physically Unhealthy Days,4.466159357,4.1583382293,4.7633265669
Charlton,2023,Preventable Hospitalization Rate,5175.0,N/A,N/A
Habersham,2023,Preventable Hospitalization Rate,3091.0,N/A,N/A
Charlton,2023,Average Number of Mentally Unhealthy Days,5.1083321951,4.8611614239,5.3602574316
Habersham,2023,% Children in Poverty,19.0,13.161702128,24.838297872
Carroll,2023,% Uninsured,16.563032239,14.537500324,18.588564154
Habersham,2023,Median Household Income,55987.0,47839.595745,64134.404255
Hall,2023,% Excessive Drinking,17.487944311,16.840409976,18.180800887
Charlton,2023,% Uninsured,21.173616726,18.314042258,24.033191194
Camden,2023,Median Household Income,63482.0,57052.723404,69911.276596
Catoosa,2023,% Children in Poverty,17.2,11.957446809,22.442553191
Hall,2023,% Adults with Obesity,32.8,31.4,34.1
Catoosa,2023,Median Household Income,64245.0,57739.468085,70750.531915
Charlton,2023,% Adults with Obesity,43.0,41.6,44.6
Charlton,2023,% Smokers,24.9,22.3,27.5
Camden,2023,% Children in Poverty,16.6,11.595744681,21.604255319
Hall,2023,Average Number of Physically Unhealthy Days,3.4481013436,3.1404775042,3.7309976375
Catoosa,2023,% Excessive Drinking,18.144157658,17.158830104,19.118271602
Catoosa,2023,Average Number of Physically Unhealthy Days,3.4905162295,3.1650339908,3.8802954154
Gordon,2023,% Adults with Obesity,37.3,35.7,38.8
Gordon,2023,% Unemployed,3.1997503987,N/A,N/A
Grady,2023,% Uninsured,20.370758274,17.749481678,22.99203487
Hancock,2023,% Excessive Drinking,13.706724743,12.993787263,14.464738374
Grady,2023,% Smokers,21.4,19.1,23.8
Gordon,2023,Average Number of Physically Unhealthy Days,4.0196820957,3.6561624254,4.3652571446
Hancock,2023,% Children in Poverty,44.0,28.868085106,59.131914894
Hancock,2023,% Adults with Obesity,46.9,45.2,48.5
Haralson,2023,Median Household Income,62472.0,57639.319149,67304.680851
Gordon,2023,% Uninsured,21.175742574,18.673614915,23.677870234
Hancock,2023,% Unemployed,6.3636363636,N/A,N/A
Hancock,2023,Average Number of Mentally Unhealthy Days,5.1775289664,4.8828537945,5.4421092041
Gordon,2023,% Excessive Drinking,16.102765912,15.381691278,16.836777775
Glynn,2023,Median Household Income,60685.0,54939.638298,66430.361702
Greene,2023,Median Household Income,65261.0,59253.510638,71268.489362
Gwinnett,2023,% Adults with Obesity,30.2,29.3,31.1
Haralson,2023,% Excessive Drinking,18.111554667,17.152047097,19.174190373
Gwinnett,2023,Average Number of Physically Unhealthy Days,2.9030547387,2.6934336374,3.1184943613
Gwinnett,2023,% Smokers,13.7,12.1,15.5
Haralson,2023,% Children in Poverty,20.6,13.808510638,27.391489362
Gwinnett,2023,% Excessive Drinking,14.357357478,13.973865212,14.750385089
Gwinnett,2023,% Uninsured,15.600088494,14.408599132,16.791577856
Hall,2023,% Children in Poverty,16.1,11.929787234,20.270212766
Glynn,2023,% Unemployed,3.7601081605,N/A,N/A
Greene,2023,% Unemployed,3.7339233854,N/A,N/A
Habersham,2023,Average Number of Mentally Unhealthy Days,5.4189818163,5.0920242829,5.7195264503
Gwinnett,2023,Preventable Hospitalization Rate,2420.0,N/A,N/A
Glynn,2023,Preventable Hospitalization Rate,4401.0,N/A,N/A
Habersham,2023,% Smokers,19.9,16.7,23.0
Grady,2023,% Adults with Obesity,39.6,38.3,40.9
Hancock,2023,Average Number of Physically Unhealthy Days,4.6159450478,4.2362191537,4.9569380065
Hancock,2023,Suicide Rate (Age-Adjusted),N/A,N/A,N/A
Habersham,2023,% Adults with Obesity,35.6,34.0,37.3
Gordon,2023,% Smokers,21.2,18.3,24.2
Gordon,2023,Average Number of Mentally Unhealthy Days,4.8747647358,4.6000038012,5.1765563347
Hancock,2023,Median Household Income,35830.0,30524.297872,41135.702128
Habersham,2023,% Unemployed,3.5606712565,N/A,N/A
Gordon,2023,Preventable Hospitalization Rate,3352.0,N/A,N/A
Gwinnett,2023,Median Household Income,75021.0,71310.702128,78731.297872
Grady,2023,Average Number of Mentally Unhealthy Days,4.9790444424,4.7356937235,5.2312656651
Gordon,2023,Median Household Income,56053.0,49372.319149,62733.680851
Haralson,2023,% Smokers,21.0,17.6,24.5
Grady,2023,Average Number of Physically Unhealthy Days,3.9867789945,3.7040433445,4.2865506789
Grady,2023,% Excessive Drinking,15.791221148,15.176655985,16.407435829
Gordon,2023,% Children in Poverty,17.5,11.780851064,23.219148936
Haralson,2023,Preventable Hospitalization Rate,3961.0,N/A,N/A
Habersham,2023,Average Number of Physically Unhealthy Days,3.6654037823,3.3238147752,4.0274928694
Hancock,2023,% Smokers,26.1,23.0,28.9
Haralson,2023,% Uninsured,16.111553785,13.847723998,18.375383572
Haralson,2023,Average Number of Physically Unhealthy Days,3.6232338555,3.2609160296,4.033883643
Haralson,2023,Average Number of Mentally Unhealthy Days,5.0983185553,4.7661727896,5.456352411
Hancock,2023,% Uninsured,12.830793905,10.566964118,15.094623693
Haralson,2023,% Adults with Obesity,32.5,30.6,34.3
Hall,2023,Median Household Income,68057.0,61762.361702,74351.638298
Haralson,2023,% Unemployed,3.5058823529,N/A,N/A
Hancock,2023,Preventable Hospitalization Rate,2944.0,N/A,N/A
Gwinnett,2023,% Unemployed,3.4907889577,N/A,N/A
Gwinnett,2023,% Children in Poverty,15.6,12.978723404,18.221276596
Hancock,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Clarke,2023,% Unemployed,3.7943448206,N/A,N/A
Echols,2023,Median Household Income,42241.0,36183.468085,48298.531915
Effingham,2023,Average Number of Mentally Unhealthy Days,4.702654319,4.4418128728,4.9876315927
Effingham,2023,% Excessive Drinking,18.24205587,17.445978223,19.052607239
Elbert,2023,% Unemployed,4.8783610755,N/A,N/A
Brantley,2023,% Uninsured,21.037445499,18.177871031,23.897019967
Bleckley,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Brantley,2023,Average Number of Physically Unhealthy Days,4.4579922387,4.0655564837,4.8334241615
Coffee,2023,% Children in Poverty,35.0,26.540425532,43.459574468
Colquitt,2023,Average Number of Physically Unhealthy Days,4.3844643825,4.077435325,4.6866203037
Colquitt,2023,% Smokers,24.4,21.8,26.9
Colquitt,2023,% Adults with Obesity,40.2,38.9,41.5
Bibb,2023,Median Household Income,47859.0,44211.851064,51506.148936
Coffee,2023,Preventable Hospitalization Rate,6212.0,N/A,N/A
Coffee,2023,Median Household Income,36708.0,32130.297872,41285.702128
Colquitt,2023,Average Number of Mentally Unhealthy Days,5.1805307875,4.9572597425,5.4124798762
Colquitt,2023,% Excessive Drinking,15.150267869,14.590236753,15.742018258
Coffee,2023,% Unemployed,4.0647386575,N/A,N/A
Coffee,2023,% Uninsured,20.382804193,17.761527597,23.004080788
Colquitt,2023,Median Household Income,44485.0,38730.106383,50239.893617
Clarke,2023,% Adults with Obesity,36.8,35.5,38.1
Clay,2023,% Uninsured,17.098445596,14.238871128,19.958020064
Clay,2023,% Adults with Obesity,44.5,42.9,46.1
Colquitt,2023,Preventable Hospitalization Rate,5988.0,N/A,N/A
Clinch,2023,% Adults with Obesity,44.1,42.5,45.5
Clay,2023,Preventable Hospitalization Rate,5124.0,N/A,N/A
Cobb,2023,Preventable Hospitalization Rate,2939.0,N/A,N/A
Clay,2023,Suicide Rate (Age-Adjusted),N/A,N/A,N/A
Colquitt,2023,% Children in Poverty,30.8,22.10212766,39.49787234
Clay,2023,Median Household Income,35957.0,30764.489362,41149.510638
Clay,2023,Average Number of Mentally Unhealthy Days,5.4250374649,5.1237575368,5.7150393477
Coffee,2023,Average Number of Physically Unhealthy Days,4.2656882304,3.957067817,4.5876959975
Cobb,2023,% Excessive Drinking,18.721038797,18.209003767,19.225469815
Clay,2023,% Smokers,24.3,21.3,27.1
Clay,2023,Average Number of Physically Unhealthy Days,4.5100916612,4.1564427925,4.8762371545
Clayton,2023,Average Number of Physically Unhealthy Days,3.7739197175,3.4491055519,4.0882656178
Clarke,2023,% Excessive Drinking,16.966019054,16.362995101,17.618536413
Clarke,2023,Median Household Income,49145.0,44751.978723,53538.021277
Clarke,2023,% Uninsured,15.473749179,13.448217264,17.499281094
Clarke,2023,Preventable Hospitalization Rate,2867.0,N/A,N/A
Columbia,2023,Average Number of Physically Unhealthy Days,3.0086602991,2.7509728182,3.2860504981
Clarke,2023,% Children in Poverty,25.4,17.29787234,33.50212766
Columbia,2023,% Excessive Drinking,17.267932543,16.628876836,17.879109716
Columbia,2023,Preventable Hospitalization Rate,2640.0,N/A,N/A
Columbia,2023,Median Household Income,87281.0,79089.510638,95472.489362
Cook,2023,% Smokers,23.8,21.1,26.6
Coffee,2023,% Excessive Drinking,14.920173156,14.314847337,15.526975319
Columbia,2023,Average Number of Mentally Unhealthy Days,4.5966349958,4.3315408519,4.8627579281
Clay,2023,% Excessive Drinking,13.07944491,12.484842962,13.674365512
Clay,2023,% Children in Poverty,38.6,25.374468085,51.825531915
Columbia,2023,% Unemployed,2.6909699521,N/A,N/A
Clay,2023,% Unemployed,10.180995475,N/A,N/A
Cobb,2023,% Children in Poverty,12.2,9.4595744681,14.940425532
Clayton,2023,Average Number of Mentally Unhealthy Days,5.0271852302,4.7575657808,5.2764411741
Cobb,2023,% Uninsured,13.770991475,12.69865105,14.843331901
Clay,2023,Drug Overdose Mortality Rate,N/A,N/A,N/A
Cobb,2023,Average Number of Mentally Unhealthy Days,4.2946115038,4.0822153837,4.5048971046
Cobb,2023,% Adults with Obesity,33.1,32.1,34.2
Coffee,2023,% Adults with Obesity,39.5,38.2,40.7
