County,Feature,Coefficient,Value
Oconee,Injury Death Rate,c,-0.04860686998463848
Oglethorpe,Injury Death Rate,a,1623106.2688545617
Oglethorpe,Injury Death Rate,b,-1607.4998003812025
Oglethorpe,Injury Death Rate,c,0.39802681819924146
Paulding,Injury Death Rate,a,487173.01419648883
Paulding,Injury Death Rate,b,-483.2515214674473
Paulding,Injury Death Rate,c,0.11985405602752053
Peach,Injury Death Rate,a,2038699.2028544596
Peach,Injury Death Rate,b,-2021.8003681542625
Peach,Injury Death Rate,c,0.5012786307061106
Pickens,Injury Death Rate,a,2973926.7420732756
Pickens,Injury Death Rate,b,-2946.2348875757198
Pickens,Injury Death Rate,c,0.7297182382453684
Pierce,Injury Death Rate,a,1284478.5761206334
Pierce,Injury Death Rate,b,-1273.2646699066904
Pierce,Injury Death Rate,c,0.3155562638492029
Pike,Injury Death Rate,a,1225062.0450183249
Pike,Injury Death Rate,b,-1213.448122021768
Pike,Injury Death Rate,c,0.3005030376668856
Polk,Injury Death Rate,a,485238.0416948528
Polk,Injury Death Rate,b,-483.80020530749124
Polk,Injury Death Rate,c,0.12060949653891839
Pulaski,Injury Death Rate,a,1123280.5417636824
Pulaski,Injury Death Rate,b,-1114.5133683584356
Pulaski,Injury Death Rate,c,0.2764683852744838
Putnam,Injury Death Rate,a,1714881.880227386
Putnam,Injury Death Rate,b,-1699.5861516316654
Putnam,Injury Death Rate,c,0.4211259436410728
Quitman,Injury Death Rate,a,-8256794.328993614
Quitman,Injury Death Rate,b,8176.88615263043
Quitman,Injury Death Rate,c,-2.024410184062617
Rabun,Injury Death Rate,a,2677171.6981670875
Rabun,Injury Death Rate,b,-2654.3008880740795
Rabun,Injury Death Rate,c,0.6579294132566247
Randolph,Injury Death Rate,a,21470.712564369245
Randolph,Injury Death Rate,b,-19.9409790610808
Randolph,Injury Death Rate,c,0.004626451456733349
Richmond,Injury Death Rate,a,1368230.1519025203
Richmond,Injury Death Rate,b,-1358.5498588535918
Richmond,Injury Death Rate,c,0.3372525572133327
Rockdale,Injury Death Rate,a,943797.4752601236
Rockdale,Injury Death Rate,b,-936.4444303112892
Rockdale,Injury Death Rate,c,0.23230172633759594
Schley,Injury Death Rate,a,6307724.102993562
Schley,Injury Death Rate,b,-6250.66882605218
Schley,Injury Death Rate,c,1.5485463705726943
Screven,Injury Death Rate,a,-1015278.1017157799
Screven,Injury Death Rate,b,1005.2304292499525
Screven,Injury Death Rate,c,-0.2488001667646813
Seminole,Injury Death Rate,a,-463840.2748639354
Seminole,Injury Death Rate,b,459.2482445116079
Seminole,Injury Death Rate,c,-0.11365010214473159
Spalding,Injury Death Rate,a,644542.4088419549
Spalding,Injury Death Rate,b,-640.6952624395083
Spalding,Injury Death Rate,c,0.1592351370546794
Stephens,Injury Death Rate,a,471081.49888826243
Stephens,Injury Death Rate,b,-468.17589171308924
Stephens,Injury Death Rate,c,0.11634621324890304
Stewart,Injury Death Rate,a,-5197454.4792125365
Stewart,Injury Death Rate,b,5148.4736933137165
Stewart,Injury Death Rate,c,-1.2749650389750968
Sumter,Injury Death Rate,a,-614412.2248790491
Sumter,Injury Death Rate,b,604.5159277882676
Sumter,Injury Death Rate,c,-0.14867132596486954
Talbot,Injury Death Rate,a,7935637.463225312
Talbot,Injury Death Rate,b,-7858.7355614201115
Talbot,Injury Death Rate,c,1.9456613883821774
Tattnall,Injury Death Rate,a,1615044.972886092
Tattnall,Injury Death Rate,b,-1601.5462407798636
Tattnall,Injury Death Rate,c,0.39705917171318106
Taylor,Injury Death Rate,a,228210.07860907
Taylor,Injury Death Rate,b,-230.3473005006221
Taylor,Injury Death Rate,c,0.0581282660836564
Telfair,Injury Death Rate,a,2387004.9526677607
Telfair,Injury Death Rate,b,-2366.5765272263025
Telfair,Injury Death Rate,c,0.5865948592809218
Terrell,Injury Death Rate,a,501529.75990212697
Terrell,Injury Death Rate,b,-500.46868214803214
Terrell,Injury Death Rate,c,0.12486184457316085
Thomas,Injury Death Rate,a,-640455.0092312358
Thomas,Injury Death Rate,b,633.3344588442798
Thomas,Injury Death Rate,c,-0.15655698183991262
Tift,Injury Death Rate,a,-1070663.119429948
Tift,Injury Death Rate,b,1060.2143105412933
Tift,Injury Death Rate,c,-0.26244995772867696
Toombs,Injury Death Rate,a,1537461.2121156305
Toombs,Injury Death Rate,b,-1524.1492325258332
Toombs,Injury Death Rate,c,0.37775782115363654
Towns,Injury Death Rate,a,-1799092.583132019
Towns,Injury Death Rate,b,1784.0417972749717
Towns,Injury Death Rate,c,-0.4422514918351226
Treutlen,Injury Death Rate,a,2297325.597948982
Treutlen,Injury Death Rate,b,-2275.321385869328
Treutlen,Injury Death Rate,c,0.563394777706435
Troup,Injury Death Rate,a,244496.54095308777
Troup,Injury Death Rate,b,-244.05619532152718
Troup,Injury Death Rate,c,0.0609185348309893
Turner,Injury Death Rate,a,-794175.8249651965
Turner,Injury Death Rate,b,787.2740742477995
Turner,Injury Death Rate,c,-0.1950868500022125
Twiggs,Injury Death Rate,a,2236300.49138449
Twiggs,Injury Death Rate,b,-2218.456279125179
Twiggs,Injury Death Rate,c,0.5502103588219143
Union,Injury Death Rate,a,781478.9181072448
Union,Injury Death Rate,b,-774.1551887779688
Union,Injury Death Rate,c,0.1917471380807001
Upson,Injury Death Rate,a,-18709.43651357293
Upson,Injury Death Rate,b,18.322726914482832
Upson,Injury Death Rate,c,-0.004468881472138975
Walker,Injury Death Rate,a,2060168.9043075729
Walker,Injury Death Rate,b,-2042.3604036697336
Walker,Injury Death Rate,c,0.5061931203463246
Walton,Injury Death Rate,a,302624.0648050074
Walton,Injury Death Rate,b,-301.81360234883147
Walton,Injury Death Rate,c,0.07526534484009062
Ware,Injury Death Rate,a,-2135227.3146296125
Ware,Injury Death Rate,b,2113.4333150606903
Ware,Injury Death Rate,c,-0.5229423552423214
Warren,Injury Death Rate,a,226508.38504258488
Warren,Injury Death Rate,b,-234.3726841104715
Warren,Injury Death Rate,c,0.060546005494643396
Washington,Injury Death Rate,a,1065880.3532284745
Washington,Injury Death Rate,b,-1058.5042808197377
Washington,Injury Death Rate,c,0.2628094184794918
Wayne,Injury Death Rate,a,588983.8912364185
Wayne,Injury Death Rate,b,-585.196681390431
Wayne,Injury Death Rate,c,0.1453803208609088
Webster,Injury Death Rate,a,413910.4806126576
Webster,Injury Death Rate,b,-408.7238902484774
Webster,Injury Death Rate,c,0.1009281818596719
Wheeler,Injury Death Rate,a,3849270.428162736
Wheeler,Injury Death Rate,b,-3813.1256500586974
Wheeler,Injury Death Rate,c,0.9443431354397944
White,Injury Death Rate,a,522153.4990917752
White,Injury Death Rate,b,-517.6249527681828
White,Injury Death Rate,c,0.12830250667332166
Whitfield,Injury Death Rate,a,760204.6176462382
Whitfield,Injury Death Rate,b,-753.3493092363801
Whitfield,Injury Death Rate,c,0.18665239121185095
Wilcox,Injury Death Rate,a,3688525.445656091
Wilcox,Injury Death Rate,b,-3651.584910640286
Wilcox,Injury Death Rate,c,0.9037713832412919
Wilkes,Injury Death Rate,a,-5358570.219136834
Wilkes,Injury Death Rate,b,5307.744346391093
Wilkes,Injury Death Rate,c,-1.3143256933444718
Wilkinson,Injury Death Rate,a,-450174.34011007583
Wilkinson,Injury Death Rate,b,442.9832519607863
Wilkinson,Injury Death Rate,c,-0.10895153168098659
Worth,Injury Death Rate,a,1789678.4865381247
Worth,Injury Death Rate,b,-1778.605105106318
Worth,Injury Death Rate,c,0.4419119648130163
Appling,Teen Birth Rate,a,-2036316.9833148418
Appling,Teen Birth Rate,b,2022.6739398309392
Appling,Teen Birth Rate,c,-0.5022594353943077
Atkinson,Teen Birth Rate,a,-160122.8581384922
Atkinson,Teen Birth Rate,b,163.3359733143053
Atkinson,Teen Birth Rate,c,-0.041600177344236045
Bacon,Teen Birth Rate,a,-1000771.1234341112
Bacon,Teen Birth Rate,b,998.09287702336
Bacon,Teen Birth Rate,c,-0.2488297990112187
Baker,Teen Birth Rate,a,-1301332.9657494135
Baker,Teen Birth Rate,b,1292.1426477119098
Baker,Teen Birth Rate,c,-0.3207443434407651
Baldwin,Teen Birth Rate,a,374099.68389779376
Baldwin,Teen Birth Rate,b,-368.42190930687605
Baldwin,Teen Birth Rate,c,0.09070918904973269
Banks,Teen Birth Rate,a,333090.77898518794
Banks,Teen Birth Rate,b,-326.95974722322757
Banks,Teen Birth Rate,c,0.08023675310124645
Barrow,Teen Birth Rate,a,237693.3418450475
Barrow,Teen Birth Rate,b,-232.18428343952283
Barrow,Teen Birth Rate,c,0.056696753558526325
Bartow,Teen Birth Rate,a,1275019.382637918
Bartow,Teen Birth Rate,b,-1259.7372861876347
Bartow,Teen Birth Rate,c,0.3111661591071879
Ben Hill,Teen Birth Rate,a,-623052.9611572006
Ben Hill,Teen Birth Rate,b,623.1803543860874
Ben Hill,Teen Birth Rate,c,-0.15579564052291062
Berrien,Teen Birth Rate,a,165798.47608228956
Berrien,Teen Birth Rate,b,-159.7581863914334
Berrien,Teen Birth Rate,c,0.03846812672247779
Bibb,Teen Birth Rate,a,-561580.6171403889
Bibb,Teen Birth Rate,b,559.6444070790685
Bibb,Teen Birth Rate,c,-0.13941200477950133
Bleckley,Teen Birth Rate,a,639616.7436332058
Bleckley,Teen Birth Rate,b,-632.1424950735618
Bleckley,Teen Birth Rate,c,0.15619342850015983
Brantley,Teen Birth Rate,a,-2204947.781143127
Brantley,Teen Birth Rate,b,2186.537482221056
Brantley,Teen Birth Rate,c,-0.5420553880835541
Brooks,Teen Birth Rate,a,-783259.202590248
Brooks,Teen Birth Rate,b,780.3141116330628
Brooks,Teen Birth Rate,c,-0.1943263909720372
Bryan,Teen Birth Rate,a,-78099.4171192986
Bryan,Teen Birth Rate,b,79.92123328788053
Bryan,Teen Birth Rate,c,-0.020419094039937136
Bulloch,Teen Birth Rate,a,83939.90706190308
Bulloch,Teen Birth Rate,b,-81.61928392557911
Bulloch,Teen Birth Rate,c,0.019838234666124777
Burke,Teen Birth Rate,a,29789.94709377423
Burke,Teen Birth Rate,b,-24.922944076928452
Burke,Teen Birth Rate,c,0.0050479227254207615
Butts,Teen Birth Rate,a,12785.018297514694
Butts,Teen Birth Rate,b,-8.077325140290688
Butts,Teen Birth Rate,c,0.0008762236247576993
Calhoun,Teen Birth Rate,a,724229.3265533426
Calhoun,Teen Birth Rate,b,-713.0247259059306
Calhoun,Teen Birth Rate,c,0.1755042544288017
Camden,Teen Birth Rate,a,-90395.82022008425
Camden,Teen Birth Rate,b,93.01819201399832
Camden,Teen Birth Rate,c,-0.02388697843636578
Candler,Teen Birth Rate,a,2816596.7911306457
Candler,Teen Birth Rate,b,-2785.2376835171085
Candler,Teen Birth Rate,c,0.6885659130407475
Carroll,Teen Birth Rate,a,119158.77226158661
Carroll,Teen Birth Rate,b,-115.38803822991667
Carroll,Teen Birth Rate,c,0.0279277705407992
Catoosa,Teen Birth Rate,a,-227230.151870277
Catoosa,Teen Birth Rate,b,228.33392644101045
Catoosa,Teen Birth Rate,c,-0.057340447993937005
Charlton,Teen Birth Rate,a,-1528315.7873129721
Charlton,Teen Birth Rate,b,1518.0946178897912
Charlton,Teen Birth Rate,c,-0.3769693737149282
Chatham,Teen Birth Rate,a,305690.2230372241
Chatham,Teen Birth Rate,b,-299.5788494244724
Chatham,Teen Birth Rate,c,0.07339624675211098
Chattahoochee,Teen Birth Rate,a,-471002.71210219455
Chattahoochee,Teen Birth Rate,b,466.1462186688526
Chattahoochee,Teen Birth Rate,c,-0.11532445454821527
Chattooga,Teen Birth Rate,a,647603.0644696831
Chattooga,Teen Birth Rate,b,-639.034332004256
Chattooga,Teen Birth Rate,c,0.15765738566005894
Cherokee,Teen Birth Rate,a,211350.36903433973
Cherokee,Teen Birth Rate,b,-207.1943299401844
Cherokee,Teen Birth Rate,c,0.05077839230165182
Clarke,Teen Birth Rate,a,14433.475029406478
Clarke,Teen Birth Rate,b,-12.604739235650573
Clarke,Teen Birth Rate,c,0.002706147861426089
Clay,Teen Birth Rate,a,-85806.92876341451
Clay,Teen Birth Rate,b,89.62094399387337
Clay,Teen Birth Rate,c,-0.023329411291371116
Clayton,Teen Birth Rate,a,-73607.60300191748
Clayton,Teen Birth Rate,b,76.62616411539298
Clayton,Teen Birth Rate,c,-0.01988621526881218
Clinch,Teen Birth Rate,a,-583138.4692145471
Clinch,Teen Birth Rate,b,583.2616897126139
Clinch,Teen Birth Rate,c,-0.14581661404736224
Cobb,Teen Birth Rate,a,283261.36544405465
Cobb,Teen Birth Rate,b,-278.59412095879816
Cobb,Teen Birth Rate,c,0.0685019897678103
Coffee,Teen Birth Rate,a,623602.9819938766
Coffee,Teen Birth Rate,b,-613.3353832874458
Coffee,Teen Birth Rate,c,0.1508159349585867
Colquitt,Teen Birth Rate,a,67013.60862480565
Colquitt,Teen Birth Rate,b,-61.2009721143549
Colquitt,Teen Birth Rate,c,0.013887427802877994
Columbia,Teen Birth Rate,a,-58772.531492933376
Columbia,Teen Birth Rate,b,60.034515725509564
Columbia,Teen Birth Rate,c,-0.015313056864101782
Cook,Teen Birth Rate,a,-120440.52298234044
Cook,Teen Birth Rate,b,123.58701707572558
Cook,Teen Birth Rate,c,-0.031652813357681
Coweta,Teen Birth Rate,a,293363.62189662707
Coweta,Teen Birth Rate,b,-287.9288694169244
Coweta,Teen Birth Rate,c,0.0706488024974874
Crawford,Teen Birth Rate,a,-1126797.7888265897
Crawford,Teen Birth Rate,b,1119.135246066432
Crawford,Teen Birth Rate,c,-0.2778725389000556
Crisp,Teen Birth Rate,a,42546.08347458127
Crisp,Teen Birth Rate,b,-36.272196473296276
Crisp,Teen Birth Rate,c,0.007543361103024893
Dade,Teen Birth Rate,a,-6713.531055002548
Dade,Teen Birth Rate,b,8.190963179185697
Dade,Teen Birth Rate,c,-0.0024035718434287645
Dawson,Teen Birth Rate,a,791543.3995862664
Dawson,Teen Birth Rate,b,-781.6099223141691
Dawson,Teen Birth Rate,c,0.19295523517951096
DeKalb,Teen Birth Rate,a,-161519.8445666164
DeKalb,Teen Birth Rate,b,162.63420731107541
DeKalb,Teen Birth Rate,c,-0.04092048282032579
Decatur,Teen Birth Rate,a,-873983.4497423787
Decatur,Teen Birth Rate,b,870.2312579158332
Decatur,Teen Birth Rate,c,-0.21660249348065008
Dodge,Teen Birth Rate,a,-648699.6154965081
Dodge,Teen Birth Rate,b,646.4657914852309
Dodge,Teen Birth Rate,c,-0.1610417085461222
Dooly,Teen Birth Rate,a,1788482.7328182552
Dooly,Teen Birth Rate,b,-1768.4210789995443
Dooly,Teen Birth Rate,c,0.43715443943347054
Dougherty,Teen Birth Rate,a,-717030.4696352006
Dougherty,Teen Birth Rate,b,715.0333282971981
Dougherty,Teen Birth Rate,c,-0.17823979545607926
Douglas,Teen Birth Rate,a,156777.3448597653
Douglas,Teen Birth Rate,b,-152.8464153699288
Douglas,Teen Birth Rate,c,0.03725032758939051
Early,Teen Birth Rate,a,-322473.2717142411
Early,Teen Birth Rate,b,323.6339549872166
Early,Teen Birth Rate,c,-0.08117333433386875
Echols,Teen Birth Rate,a,-1263998.012709009
Echols,Teen Birth Rate,b,1256.1303518759426
Echols,Teen Birth Rate,c,-0.31206826993525283
Effingham,Teen Birth Rate,a,147370.3446401701
Effingham,Teen Birth Rate,b,-144.28810231108847
Effingham,Teen Birth Rate,c,0.035319049149791226
Elbert,Teen Birth Rate,a,-998703.4946966184
Elbert,Teen Birth Rate,b,993.512071494075
Elbert,Teen Birth Rate,c,-0.2470707417966196
Emanuel,Teen Birth Rate,a,-569349.5224493477
Emanuel,Teen Birth Rate,b,568.259525112648
Emanuel,Teen Birth Rate,c,-0.14177039998821783
Evans,Teen Birth Rate,a,-1092404.4678280582
Evans,Teen Birth Rate,b,1087.9078215327672
Evans,Teen Birth Rate,c,-0.270832949873693
Fannin,Teen Birth Rate,a,728636.1256955983
Fannin,Teen Birth Rate,b,-719.0430946356158
Fannin,Teen Birth Rate,c,0.17740059328627922
Fayette,Teen Birth Rate,a,106412.86237470208
Fayette,Teen Birth Rate,b,-104.5845549322563
Fayette,Teen Birth Rate,c,0.02569728694936657
Floyd,Teen Birth Rate,a,868634.218101274
Floyd,Teen Birth Rate,b,-857.7617923475726
Floyd,Teen Birth Rate,c,0.21176241436569399
Forsyth,Teen Birth Rate,a,764290.0553786745
Forsyth,Teen Birth Rate,b,-755.5091434242585
Forsyth,Teen Birth Rate,c,0.18670843699578654
Franklin,Teen Birth Rate,a,-542215.3342662924
Franklin,Teen Birth Rate,b,541.2411119262745
Franklin,Teen Birth Rate,c,-0.13504754628286264
Fulton,Teen Birth Rate,a,-126032.54891019703
Fulton,Teen Birth Rate,b,128.04924847699334
Fulton,Teen Birth Rate,c,-0.032497615046850115
Gilmer,Teen Birth Rate,a,1682465.6594961674
Gilmer,Teen Birth Rate,b,-1663.464413166592
Gilmer,Teen Birth Rate,c,0.4111786929838672
Glascock,Teen Birth Rate,a,202731.37331708855
Glascock,Teen Birth Rate,b,-199.84190164270328
Glascock,Teen Birth Rate,c,0.04925665707654048
Glynn,Teen Birth Rate,a,-514396.5100878714
Glynn,Teen Birth Rate,b,514.0429360590122
Glynn,Teen Birth Rate,c,-0.1284010416535466
Gordon,Teen Birth Rate,a,1758958.164180164
Gordon,Teen Birth Rate,b,-1739.0647967341058
Gordon,Teen Birth Rate,c,0.42985765736261783
Grady,Teen Birth Rate,a,-215455.4505330439
Grady,Teen Birth Rate,b,218.49714856550366
Grady,Teen Birth Rate,c,-0.05535186305482398
Greene,Teen Birth Rate,a,195054.47807653173
Greene,Teen Birth Rate,b,-190.66820703441473
Greene,Teen Birth Rate,c,0.04659678126699873
Gwinnett,Teen Birth Rate,a,410898.80071182933
Gwinnett,Teen Birth Rate,b,-404.9408901444685
Gwinnett,Teen Birth Rate,c,0.09976926891175708
Habersham,Teen Birth Rate,a,686086.5144637421
Habersham,Teen Birth Rate,b,-675.9424909013266
Habersham,Teen Birth Rate,c,0.16649103312681746
Hall,Teen Birth Rate,a,568235.409202724
Hall,Teen Birth Rate,b,-559.3100671754881
Hall,Teen Birth Rate,c,0.13763496066269454
Hancock,Teen Birth Rate,a,2080189.378677664
Hancock,Teen Birth Rate,b,-2059.619048071413
Hancock,Teen Birth Rate,c,0.5098205810450054
Haralson,Teen Birth Rate,a,232821.99067717406
Haralson,Teen Birth Rate,b,-227.43820567635748
Haralson,Teen Birth Rate,c,0.055544619747848856
Harris,Teen Birth Rate,a,-227261.91960929005
Harris,Teen Birth Rate,b,227.10860875741585
Harris,Teen Birth Rate,c,-0.05672963550324539
Hart,Teen Birth Rate,a,-109274.93393476901
Hart,Teen Birth Rate,b,110.4474520340501
Hart,Teen Birth Rate,c,-0.02788781623293346
Heard,Teen Birth Rate,a,-1059853.1348425904
Heard,Teen Birth Rate,b,1053.2491309532531
Heard,Teen Birth Rate,c,-0.26165751726648523
Henry,Teen Birth Rate,a,466452.82697093155
Henry,Teen Birth Rate,b,-460.1787561065473
Henry,Teen Birth Rate,c,0.11350033712704999
Houston,Teen Birth Rate,a,-53300.45398886057
Houston,Teen Birth Rate,b,55.075390395001484
Houston,Teen Birth Rate,c,-0.014195278597426864
Irwin,Teen Birth Rate,a,-561329.8470216302
Irwin,Teen Birth Rate,b,559.4117221362434
Irwin,Teen Birth Rate,c,-0.1393595006157966
Jackson,Teen Birth Rate,a,1320568.7293371593
Jackson,Teen Birth Rate,b,-1304.8849472753511
Jackson,Teen Birth Rate,c,0.3223513170826209
Jasper,Teen Birth Rate,a,-12232.310569894395
Jasper,Teen Birth Rate,b,15.675358562516177
Jasper,Teen Birth Rate,c,-0.0047552515425905995
Jeff Davis,Teen Birth Rate,a,-58333.24128302405
Jeff Davis,Teen Birth Rate,b,63.53553677841486
Jeff Davis,Teen Birth Rate,c,-0.01714315900054686
Jefferson,Teen Birth Rate,a,-674748.3343411454
Jefferson,Teen Birth Rate,b,673.280652476081
Jefferson,Teen Birth Rate,c,-0.16793246622239622
Jenkins,Teen Birth Rate,a,271975.6461159664
Jenkins,Teen Birth Rate,b,-266.33989394501157
Jenkins,Teen Birth Rate,c,0.06520916591904324
Johnson,Teen Birth Rate,a,674569.9397543326
Johnson,Teen Birth Rate,b,-664.2499358391942
Johnson,Teen Birth Rate,c,0.16352553532078673
Jones,Teen Birth Rate,a,-348786.0049617148
Jones,Teen Birth Rate,b,347.31171931890503
Jones,Teen Birth Rate,c,-0.08645374934906158
Lamar,Teen Birth Rate,a,326405.14139650174
Lamar,Teen Birth Rate,b,-320.72446070103337
Lamar,Teen Birth Rate,c,0.07878612692911702
Lanier,Teen Birth Rate,a,728099.5235233773
Lanier,Teen Birth Rate,b,-718.9650497210254
Lanier,Teen Birth Rate,c,0.1774947016618853
Laurens,Teen Birth Rate,a,289574.9564260925
Laurens,Teen Birth Rate,b,-284.3180513418518
Laurens,Teen Birth Rate,c,0.06979546436502915
Lee,Teen Birth Rate,a,-780170.6737286614
Lee,Teen Birth Rate,b,775.2193542267013
Lee,Teen Birth Rate,c,-0.19256672887559034
Liberty,Teen Birth Rate,a,279806.38126386766
Liberty,Teen Birth Rate,b,-275.40675828131447
Liberty,Teen Birth Rate,c,0.06778036763995487
Lincoln,Teen Birth Rate,a,-313416.2128854684
Lincoln,Teen Birth Rate,b,312.65914413539684
Lincoln,Teen Birth Rate,c,-0.07796450291891688
Long,Teen Birth Rate,a,932117.9589981807
Long,Teen Birth Rate,b,-921.014098648277
Long,Teen Birth Rate,c,0.22751519836185707
Lowndes,Teen Birth Rate,a,903086.3030293781
Lowndes,Teen Birth Rate,b,-892.1343956718933
Lowndes,Teen Birth Rate,c,0.22033496717449452
Lumpkin,Teen Birth Rate,a,-170751.14834464487
Lumpkin,Teen Birth Rate,b,170.87897651539066
Lumpkin,Teen Birth Rate,c,-0.042743477730510904
Macon,Teen Birth Rate,a,288356.5272035687
Macon,Teen Birth Rate,b,-284.54306786659333
Macon,Teen Birth Rate,c,0.07020605443443628
Madison,Teen Birth Rate,a,332614.8008536263
Madison,Teen Birth Rate,b,-326.9608191193945
Madison,Teen Birth Rate,c,0.08035504436389829
Marion,Teen Birth Rate,a,44345.32788426901
Marion,Teen Birth Rate,b,-39.619582850706095
Marion,Teen Birth Rate,c,0.008755871691874972
McDuffie,Teen Birth Rate,a,27273.625817224744
McDuffie,Teen Birth Rate,b,-23.139014440415107
McDuffie,Teen Birth Rate,c,0.00478165667606234
McIntosh,Teen Birth Rate,a,386154.853837612
McIntosh,Teen Birth Rate,b,-380.1545836611492
McIntosh,Teen Birth Rate,c,0.09356902547744994
Meriwether,Teen Birth Rate,a,122343.76421388732
Meriwether,Teen Birth Rate,b,-117.75268848103914
Meriwether,Teen Birth Rate,c,0.028319108021349848
Miller,Teen Birth Rate,a,-791060.6653949898
Miller,Teen Birth Rate,b,786.829996380553
Miller,Teen Birth Rate,c,-0.19564152060945617
Mitchell,Teen Birth Rate,a,-279171.8365230941
Mitchell,Teen Birth Rate,b,281.3286261155101
Mitchell,Teen Birth Rate,c,-0.0708409198206823
Monroe,Teen Birth Rate,a,10308.073762371865
Monroe,Teen Birth Rate,b,-8.140724802181657
Monroe,Teen Birth Rate,c,0.0015090524498226898
Montgomery,Teen Birth Rate,a,-52470.70747685422
Montgomery,Teen Birth Rate,b,54.33212333922834
Montgomery,Teen Birth Rate,c,-0.014029154305681857
Morgan,Teen Birth Rate,a,131796.9884635109
Morgan,Teen Birth Rate,b,-128.69206695731282
Morgan,Teen Birth Rate,c,0.031415480037935595
Murray,Teen Birth Rate,a,1708405.770770863
Murray,Teen Birth Rate,b,-1688.5679480027936
Murray,Teen Birth Rate,c,0.4172497680185643
Muscogee,Teen Birth Rate,a,-265149.30937773705
Muscogee,Teen Birth Rate,b,266.528898436466
Muscogee,Teen Birth Rate,c,-0.06695286102007003
Newton,Teen Birth Rate,a,523226.85564854095
Newton,Teen Birth Rate,b,-515.2849797299017
Newton,Teen Birth Rate,c,0.1268690181693728
Oconee,Teen Birth Rate,a,136603.75447579165
Oconee,Teen Birth Rate,b,-134.05491213780854
Oconee,Teen Birth Rate,c,0.03288715805268794
Oglethorpe,Teen Birth Rate,a,-348247.82813438185
Oglethorpe,Teen Birth Rate,b,346.9487206097527
Oglethorpe,Teen Birth Rate,c,-0.0864031905189222
Paulding,Teen Birth Rate,a,497435.2594375053
Paulding,Teen Birth Rate,b,-491.00769973843927
Paulding,Teen Birth Rate,c,0.12116825494359773
Peach,Teen Birth Rate,a,1136646.1199576177
Peach,Teen Birth Rate,b,-1123.3894369044558
Peach,Teen Birth Rate,c,0.27757656475182557
Pickens,Teen Birth Rate,a,564561.7130219045
Pickens,Teen Birth Rate,b,-556.6641973348675
Pickens,Teen Birth Rate,c,0.137225422193751
Pierce,Teen Birth Rate,a,757243.4703144724
Pierce,Teen Birth Rate,b,-746.5944908685157
Pierce,Teen Birth Rate,c,0.1840327749600874
Pike,Teen Birth Rate,a,305081.7764260168
Pike,Teen Birth Rate,b,-300.00033470087493
Pike,Teen Birth Rate,c,0.0737529734554414
Polk,Teen Birth Rate,a,638820.9264895349
Polk,Teen Birth Rate,b,-628.2643166900447
Polk,Teen Birth Rate,c,0.15447581840089697
Pulaski,Teen Birth Rate,a,667587.8330020176
Pulaski,Teen Birth Rate,b,-659.0787124421629
Pulaski,Teen Birth Rate,c,0.16267709476551317
Putnam,Teen Birth Rate,a,-75455.12405220939
Putnam,Teen Birth Rate,b,78.28845717271838
Putnam,Teen Birth Rate,c,-0.02025558366555913
Quitman,Teen Birth Rate,a,325256.52658916917
Quitman,Teen Birth Rate,b,-318.4188948805562
Quitman,Teen Birth Rate,c,0.07793418101420002
Rabun,Teen Birth Rate,a,829856.4631616643
Rabun,Teen Birth Rate,b,-819.7750804534132
Rabun,Teen Birth Rate,c,0.20246016493399566
Randolph,Teen Birth Rate,a,-591953.3738123853
Randolph,Teen Birth Rate,b,589.3176183947439
Randolph,Teen Birth Rate,c,-0.14665937547795238
Richmond,Teen Birth Rate,a,153523.23708748692
Richmond,Teen Birth Rate,b,-148.86046024552834
Richmond,Teen Birth Rate,c,0.03607907812377675
Rockdale,Teen Birth Rate,a,150200.08177633258
Rockdale,Teen Birth Rate,b,-146.18892677567584
Rockdale,Teen Birth Rate,c,0.035566168299169476
Schley,Teen Birth Rate,a,1195895.6650810682
Schley,Teen Birth Rate,b,-1180.5323884927132
Schley,Teen Birth Rate,c,0.2913437580259597
Screven,Teen Birth Rate,a,-629154.5738971217
Screven,Teen Birth Rate,b,625.5542969326308
Screven,Teen Birth Rate,c,-0.15547841668535511
Seminole,Teen Birth Rate,a,-875504.456746311
Seminole,Teen Birth Rate,b,871.1408554279778
Seminole,Teen Birth Rate,c,-0.21668053634300577
Spalding,Teen Birth Rate,a,94664.45134717767
Spalding,Teen Birth Rate,b,-89.65211159127736
Spalding,Teen Birth Rate,c,0.021194398136316295
Stephens,Teen Birth Rate,a,299027.4961688369
Stephens,Teen Birth Rate,b,-293.7923121829424
Stephens,Teen Birth Rate,c,0.07216726685282993
Stewart,Teen Birth Rate,a,-2222016.0543542746
Stewart,Teen Birth Rate,b,2207.8803530918544
Stewart,Teen Birth Rate,c,-0.5484368391703356
Sumter,Teen Birth Rate,a,-33129.59472233082
Sumter,Teen Birth Rate,b,36.46915491282747
Sumter,Teen Birth Rate,c,-0.009924834401360272
Talbot,Teen Birth Rate,a,-1897842.6210702786
Talbot,Teen Birth Rate,b,1886.593019543008
Talbot,Teen Birth Rate,c,-0.46883606599499217
Taliaferro,Teen Birth Rate,a,-1146932.812191228
Taliaferro,Teen Birth Rate,b,1139.0028113594076
Taliaferro,Teen Birth Rate,c,-0.28276372739765065
Tattnall,Teen Birth Rate,a,35894.10303193319
Tattnall,Teen Birth Rate,b,-29.98003447424416
